accession	ESMC 600M	ESM3 Open	ESMC 6B	ESM3 Medium	ESM3 Large	n_models_low	mean_ppl_all_models	family	organism	protein_name
M1L9Q3	False	False	True	False	False	1	12.729479892826225	Poxviridae	Monkeypox virus (MPXV)	Protein OPG137
P89441	False	False	False	False	False	0	14.780087697130138	Orthoherpesviridae	Human herpesvirus 2 (strain HG52) (HHV-2) (Human herpes simplex virus 2)	Triplex capsid protein 2
Q76RB8	False	False	True	False	False	1	12.89544374729241	Poxviridae	Vaccinia virus (strain Ankara) (VACV)	Protein OPG137
P10202	False	False	False	False	False	0	14.780718986053222	Orthoherpesviridae	Human herpesvirus 1 (strain 17) (HHV-1) (Human herpes simplex virus 1)	Triplex capsid protein 2
A0A7H0DN22	False	True	False	True	False	2	11.773891244401879	Poxviridae	Monkeypox virus (MPXV)	Protein OPG049
P04501	False	False	True	False	True	2	9.884820181792842	Adenoviridae	Human adenovirus B serotype 3 (HAdV-3) (Human adenovirus 3)	Fiber protein (SPIKE) (Protein IV)
P0DOQ7	False	False	True	False	False	1	12.108405241644757	Poxviridae	Variola virus (isolate Human/India/Ind3/1967) (VARV) (Smallpox virus)	Protein OPG137
P0C772	False	False	False	False	False	0	17.22856741475081	Filoviridae	Sudan ebolavirus (strain Human/Uganda/Gulu/2000) (SEBOV) (Sudan Ebola virus)	Super small secreted glycoprotein (SsGP)
P20493	True	True	True	True	True	5	2.034137112621787	Poxviridae	Vaccinia virus (strain Copenhagen) (VACV)	Ribonucleoside-diphosphate reductase small chain (EC 1.17.4.1) (Ribonucleotide reductase small subunit) (Ribonucleotide reductase subunit 2) (RNR2)
P29883	True	True	True	True	True	5	1.9999259026448897	Poxviridae	Vaccinia virus (strain L-IVP) (VACV)	Ribonucleoside-diphosphate reductase small chain (EC 1.17.4.1) (Ribonucleotide reductase small subunit) (Ribonucleotide reductase subunit 2) (RNR2)
P0DSS8	True	True	True	True	True	5	2.043242864885765	Poxviridae	Variola virus	Ribonucleoside-diphosphate reductase small chain (EC 1.17.4.1) (Ribonucleotide reductase small subunit) (Ribonucleotide reductase subunit 2) (RNR2)
O57175	True	True	True	True	True	5	1.9704116073581979	Poxviridae	Vaccinia virus (strain Ankara) (VACV)	Ribonucleoside-diphosphate reductase small chain (EC 1.17.4.1) (Ribonucleotide reductase small subunit) (Ribonucleotide reductase subunit 2) (RNR2)
P0DSS7	True	True	True	True	True	5	2.079476093218943	Poxviridae	Variola virus (isolate Human/India/Ind3/1967) (VARV) (Smallpox virus)	Ribonucleoside-diphosphate reductase small chain (EC 1.17.4.1) (Ribonucleotide reductase small subunit) (Ribonucleotide reductase subunit 2) (RNR2)
A0A7H0DN21	True	True	True	True	True	5	2.058997789802604	Poxviridae	Monkeypox virus (MPXV)	Ribonucleoside-diphosphate reductase small chain (EC 1.17.4.1) (Ribonucleotide reductase small subunit) (Ribonucleotide reductase subunit 2) (RNR2)
Q86517	False	False	False	False	False	0	17.82931878188611	Sedoreoviridae	Rotavirus B (isolate RVB/Rat/United States/IDIR/1984/G1P[X]) (RV-B) (Rotavirus B (isolate infectious diarrhea of infant rats))	Non-structural protein 1, peptide 2 (NSP1 peptide 2) (NSP1-2)
P52528	False	False	False	False	False	0	14.839212106394944	Orthoherpesviridae	Human herpesvirus 7 (strain JI) (HHV-7) (Human T lymphotropic virus)	Protein U25
P27956	True	False	False	False	False	1	12.464823881545271	Flaviviridae	Hepatitis C virus (isolate HCT18) (HCV)	Genome polyprotein [Cleaved into: Core protein precursor (Capsid protein C) (p23); Mature core protein (p21); Envelope glycoprotein E1 (gp32) (gp35); Envelope glycoprotein E2 (NS1) (gp68) (gp70)]
P27957	True	False	False	False	False	1	11.693580533317562	Flaviviridae	Hepatitis C virus (isolate TH) (HCV)	Genome polyprotein [Cleaved into: Core protein precursor (Capsid protein C) (p23); Mature core protein (p21); Envelope glycoprotein E1 (gp32) (gp35); Envelope glycoprotein E2 (NS1) (gp68) (gp70)]
Q00320	False	True	False	True	False	2	11.290217104081062	Poxviridae	Vaccinia virus (strain L-IVP) (VACV)	Protein OPG049 (36 kDa major membrane protein F5)
P21014	False	True	False	True	False	2	12.211389837231469	Poxviridae	Vaccinia virus (strain Copenhagen) (VACV)	Protein OPG049 (36 kDa major membrane protein F5)
Q86199	False	False	False	False	False	0	18.148688614074995	Sedoreoviridae	Rotavirus B (isolate RVB/Human/China/ADRV/1982) (RV-B) (Rotavirus B (isolate adult diarrhea rotavirus))	Non-structural protein 1, peptide 2 (NSP1 peptide 2) (NSP1-2)
P21114	False	False	False	False	False	0	15.120130072707553	Poxviridae	Vaccinia virus (strain Copenhagen) (VACV)	Putative A-type inclusion protein (ATI) (Protein A26)
P33865	False	False	False	True	False	1	13.390543806194804	Poxviridae	Variola virus (isolate Human/India/Ind3/1967) (VARV) (Smallpox virus)	Protein OPG049 (36 kDa major membrane protein F5)
P0DOD3	True	True	True	True	False	4	8.777348607771602	Papillomaviridae	Human papillomavirus 5	Protein E8^E2C
P16744	False	False	False	False	False	0	13.732805117323167	Orthoherpesviridae	Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5)	Membrane protein UL8
P20497	False	False	False	False	False	0	12.766361736708971	Poxviridae	Vaccinia virus (strain Copenhagen) (VACV)	Envelope protein H3 (Ag35) (Virion envelope protein p35)
A0A7H0DN80	False	False	False	False	False	0	13.360229888515011	Poxviridae	Monkeypox virus (MPXV)	Envelope protein OPG108
NP_536520.1	False	False	False	False	False	0	13.796316068271901			
Q6SW66	False	True	False	False	False	1	11.933832445348614	Orthoherpesviridae	Human cytomegalovirus (strain Merlin) (HHV-5) (Human herpesvirus 5)	Protein UL76
P16725	False	False	False	False	False	0	12.817306056890851	Orthoherpesviridae	Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5)	Protein UL76
Q9DHU2	True	True	True	True	True	5	2.4360682694297404	Poxviridae	Yaba-like disease virus (YLDV)	Ribonucleoside-diphosphate reductase small chain (EC 1.17.4.1) (Ribonucleotide reductase small subunit)
P33059	False	True	False	False	False	1	13.599424555586364	Poxviridae	Variola virus (isolate Human/India/Ind3/1967) (VARV) (Smallpox virus)	Envelope protein H3 (Ag35) (Virion envelope protein p35)
P35774	False	False	True	False	True	2	10.180862160390852	Adenoviridae	Human adenovirus B serotype 11 (strain Slobiski) (HAdV-11) (Human adenovirus 11P (strain Slobiski))	Fiber protein (SPIKE) (Protein IV)
P35773	False	False	True	False	True	2	10.543749217288678	Adenoviridae	Human adenovirus B serotype 11 (strain BC34) (HAdV-11) (Human adenovirus 11A (strain BC34))	Fiber protein (SPIKE) (Protein IV)
O57167	False	False	False	False	False	0	15.182901607302659	Poxviridae	Vaccinia virus (strain Ankara) (VACV)	Protein C10
O57261	False	True	False	True	True	3	8.264794566857827	Poxviridae	Vaccinia virus (strain Ankara) (VACV)	Interleukin-1-binding protein (Protein B16)
Q04523	True	True	False	True	True	4	7.555979415903539	Poxviridae	Cowpox virus (strain Brighton Red) (CPV)	Interleukin-1-binding protein (Protein B15)
NP_536602.1	True	True	False	True	True	4	7.495258260589225			
Q05128	False	False	False	False	False	0	16.868178893191953	Filoviridae	Zaire ebolavirus (strain Mayinga-76) (ZEBOV) (Zaire Ebola virus)	Matrix protein VP40 (Ebola VP40) (eVP40) (Membrane-associated protein VP40)
Q2PDK5	False	False	False	False	False	0	17.643126372522367	Filoviridae	Zaire ebolavirus (strain Gabon-94) (ZEBOV) (Zaire Ebola virus)	Matrix protein VP40 (Ebola VP40) (eVP40) (Membrane-associated protein VP40)
B3SRQ7	False	False	False	False	False	0	16.280826711234972	Sedoreoviridae	Rotavirus A (strain RVA/Human/Indonesia/69M/1980/G8P4[10]) (RV-A)	Outer capsid glycoprotein VP7
O39733	False	False	False	False	False	0	16.847236199718544	Sedoreoviridae	Rotavirus A (strain RVA/Human/Japan/YO/1977/G3P1A[8]) (RV-A)	Outer capsid glycoprotein VP7
O42044	False	False	False	False	False	0	17.403566756623203	Sedoreoviridae	Rotavirus A (strain RVA/Human/Japan/AU-1/1982/G3P3[9]) (RV-A)	Outer capsid glycoprotein VP7
P04510	False	False	False	False	False	0	16.667471135743053	Sedoreoviridae	Rotavirus A (strain RVA/Human/Japan/S2/1980/G2P1B[4]) (RV-A)	Outer capsid glycoprotein VP7
P10501	False	False	False	False	False	0	16.55065688736145	Sedoreoviridae	Rotavirus A (strain RVA/Human/United Kingdom/ST3/1975/G4P2A[6]) (RV-A) (Rotavirus A (strain St. Thomas 3))	Outer capsid glycoprotein VP7
P11851	False	False	False	False	False	0	16.454414189939012	Sedoreoviridae	Rotavirus A (strain RVA/Human/Venezuela/HN126/1983/G2P[X]) (RV-A) (Rotavirus A (strain HN-126))	Outer capsid glycoprotein VP7
P11852	False	False	False	False	False	0	17.446281303586822	Sedoreoviridae	Rotavirus A (strain RVA/Human/Venezuela/M37/1982/G1P2A[6]) (RV-A)	Outer capsid glycoprotein VP7
P11854	False	False	False	False	False	0	16.87431719384909	Sedoreoviridae	Rotavirus A (strain RVA/Human/United States/P/1974/G3P1A[8]) (RV-A)	Outer capsid glycoprotein VP7
Q04840	False	False	False	False	False	0	17.485817943997425	Sedoreoviridae	Rotavirus A (isolate RVA/Human/Australia/A91a/1991/G1P[X]) (RV-A)	Outer capsid glycoprotein VP7
Q76WK3	False	False	False	False	False	0	17.325102016978835	Sedoreoviridae	Rotavirus A (strain RVA/Human/Japan/KU/1995/G1P1A[8]) (RV-A)	Outer capsid glycoprotein VP7
B3SRX9	False	False	False	False	False	0	16.560935323362504	Sedoreoviridae	Rotavirus A (isolate RVA/Human/United States/WI61/1983/G9P1A[8]) (RV-A)	Outer capsid glycoprotein VP7
O39731	False	False	False	False	False	0	18.269030914874698	Sedoreoviridae	Rotavirus A (strain RVA/Human/Japan/MO/1982/G3P1A[8]) (RV-A)	Outer capsid glycoprotein VP7
P03532	False	False	False	False	False	0	17.11376767051119	Sedoreoviridae	Rotavirus A (strain RVA/Human/United States/Wa/1974/G1P1A[8]) (RV-A)	Outer capsid glycoprotein VP7
P04328	False	False	False	False	False	0	16.444834554970363	Sedoreoviridae	Rotavirus A (isolate RVA/Human/Australia/Hu5/1977/G2P[X]) (RV-A) (Rotavirus A (isolate Hu/5))	Outer capsid glycoprotein VP7
P11853	False	False	False	False	False	0	17.324959252009144	Sedoreoviridae	Rotavirus A (strain RVA/Human/United States/D/1974/G1P1A[8]) (RV-A)	Outer capsid glycoprotein VP7
P17071	False	False	False	False	False	0	16.627733410080094	Sedoreoviridae	Rotavirus A (strain RVA/Human/Indonesia/B37/XXXX/G8P[X]) (RV-A)	Outer capsid glycoprotein VP7
P33492	False	False	False	False	False	0	17.239613155367127	Sedoreoviridae	Rotavirus A (isolate RVA/Human/-/RK9/XXXX/GXP[X]) (RV-A)	Outer capsid glycoprotein VP7
Q07272	False	False	False	False	False	0	17.7616742644065	Sedoreoviridae	Rotavirus A (isolate RVA/Human/United Kingdom/A64/1987/G10P11[14]) (RV-A)	Outer capsid glycoprotein VP7
Q3ZK60	False	False	False	False	False	0	16.939155094327223	Sedoreoviridae	Rotavirus A (isolate RVA/Human/Belgium/B4106/2000/G3P11[14]) (RV-A) (Rotavirus A (isolate B4106))	Outer capsid glycoprotein VP7
Q6L5Y4	False	False	False	False	False	0	16.97338270813843	Sedoreoviridae	Rotavirus A (strain RVA/Human/United States/M/1976/G3P[X]) (RV-A)	Outer capsid glycoprotein VP7
P11850	False	False	False	False	False	0	16.482091556961233	Sedoreoviridae	Rotavirus A (strain RVA/Human/United States/DS-1/1976/G2P1B[4]) (RV-A) (Rotavirus A (strain DS1))	Outer capsid glycoprotein VP7
P25187	False	False	False	False	False	0	17.106585743807653	Sedoreoviridae	Rotavirus A (strain RVA/Human/Australia/RV-4/1977/G1P1A[8]) (RV-A) (Rotavirus A (strain RV4))	Outer capsid glycoprotein VP7
Q5XX06	False	False	False	False	False	0	17.70981217557821	Filoviridae	Sudan ebolavirus (strain Human/Uganda/Gulu/2000) (SEBOV) (Sudan Ebola virus)	Matrix protein VP40 (Ebola VP40) (eVP40) (Membrane-associated protein VP40)
Q86207	False	False	False	False	False	0	17.143013378559992	Sedoreoviridae	Rotavirus A (strain RVA/Human/Japan/K8/1977/G1P3A[9]) (RV-A)	Outer capsid glycoprotein VP7
Q98031	False	False	False	False	False	0	17.41413950151586	Sedoreoviridae	Rotavirus A (strain RVA/Human/Japan/KUN/1980/G2P1B[4]) (RV-A)	Outer capsid glycoprotein VP7
P11856	False	False	False	False	False	0	17.592327101940818	Sedoreoviridae	Rotavirus A (isolate RVA/Human/Italy/VA70/1975/G4P1A[8]) (RV-A)	Outer capsid glycoprotein VP7
P21285	False	False	False	False	False	0	16.41483257463034	Sedoreoviridae	Rotavirus A (strain RVA/Human/Philippines/L26/1987/G12P1B[4]) (RV-A)	Outer capsid glycoprotein VP7
Q07156	False	False	False	False	False	0	17.322370206467077	Sedoreoviridae	Rotavirus A (isolate RVA/Human/India/116E/1986/G9P8[11]) (RV-A)	Outer capsid glycoprotein VP7
Q08779	False	False	False	False	False	0	17.20201933751037	Sedoreoviridae	Rotavirus A (isolate RVA/Human/Thailand/Mc35/1992/G10P11[14]) (RV-A)	Outer capsid glycoprotein VP7
Q2HR98	False	False	False	False	False	0	17.25683984566691	Orthoherpesviridae	Human herpesvirus 8 type P (isolate GK18) (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	Protein UL95 homolog
P16756	False	False	False	False	False	0	13.577886503967772	Orthoherpesviridae	Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5)	Uncharacterized protein UL14
Q6SWB7	False	False	False	False	False	0	13.881771264342538	Orthoherpesviridae	Human cytomegalovirus (strain Merlin) (HHV-5) (Human herpesvirus 5)	Uncharacterized protein UL14
P04663	False	False	False	False	True	1	14.97953311871234	Orthomyxoviridae	Influenza A virus (strain A/Qu/7/1970 H3N2)	Hemagglutinin [Cleaved into: Hemagglutinin HA1 chain]
P04664	False	False	False	False	True	1	14.884006874270947	Orthomyxoviridae	Influenza A virus (strain A/England/878/1969 H3N2)	Hemagglutinin [Cleaved into: Hemagglutinin HA1 chain]
Q5XX07	False	False	False	False	False	0	14.290189966441881	Filoviridae	Sudan ebolavirus (strain Human/Uganda/Gulu/2000) (SEBOV) (Sudan Ebola virus)	Polymerase cofactor VP35
Q8JPY0	False	False	False	False	True	1	12.593193708223394	Filoviridae	Reston ebolavirus (strain Reston-89) (REBOV) (Reston Ebola virus)	Polymerase cofactor VP35
P35259	False	False	False	False	False	0	15.32554018206783	Filoviridae	Lake Victoria marburgvirus (strain Musoke-80) (MARV) (Marburg virus (strain Kenya/Musoke/1980))	Polymerase cofactor VP35 (Marburg VP35) (mVP35)
Q91DE0	False	False	False	False	True	1	13.228147017963266	Filoviridae	Reston ebolavirus (strain Philippines-96) (REBOV) (Reston Ebola virus)	Polymerase cofactor VP35
Q6UY68	False	False	False	False	False	0	15.73540958988267	Filoviridae	Lake Victoria marburgvirus (strain Ozolin-75) (MARV) (Marburg virus (strain South Africa/Ozolin/1975))	Polymerase cofactor VP35 (Marburg VP35) (mVP35)
Q03039	False	False	False	False	False	0	15.332152194677473	Filoviridae	Lake Victoria marburgvirus (strain Popp-67) (MARV) (Marburg virus (strain West Germany/Popp/1967))	Polymerase cofactor VP35 (Marburg VP35) (mVP35)
Q1PD52	False	False	False	False	False	0	15.192024154167205	Filoviridae	Lake Victoria marburgvirus (strain Angola/2005) (MARV)	Polymerase cofactor VP35 (Marburg VP35) (mVP35)
Q1PDC9	False	False	False	False	False	0	14.960563269611058	Filoviridae	Lake Victoria marburgvirus (strain Ravn-87) (MARV) (Marburg virus (strain Kenya/Ravn/1987))	Polymerase cofactor VP35 (Marburg VP35) (mVP35)
P52359	False	False	False	False	False	0	18.084570504403484	Orthoherpesviridae	Human herpesvirus 7 (strain JI) (HHV-7) (Human T lymphotropic virus)	Cytoplasmic envelopment protein 2
P33861	False	False	False	False	False	0	15.166824853682673	Poxviridae	Variola virus (isolate Human/India/Ind3/1967) (VARV) (Smallpox virus)	Protein C10
F5HG98	False	False	False	False	False	0	14.958201148375736	Orthoherpesviridae	Human cytomegalovirus (strain Merlin) (HHV-5) (Human herpesvirus 5)	Apoptosis inhibitor UL38
P09301	False	False	False	False	False	0	18.77401294648481	Orthoherpesviridae	Varicella-zoster virus (strain Dumas) (HHV-3) (Human herpesvirus 3)	Cytoplasmic envelopment protein 1
F5H8Y5	False	False	False	False	False	0	16.552029392643732	Orthoherpesviridae	Human herpesvirus 8 type P (isolate GK18) (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	Triplex capsid protein 1
P16779	False	False	False	False	False	0	15.153084100221339	Orthoherpesviridae	Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5)	Apoptosis inhibitor UL38
P21043	False	False	False	False	False	0	15.130335824806712	Poxviridae	Vaccinia virus (strain Copenhagen) (VACV)	Protein C10
P03410	False	False	False	False	False	0	17.38333063299974	Retroviridae	Human T-cell leukemia virus 2 (HTLV-2)	Protein Tax-2 (Trans-activating transcriptional regulatory protein of HTLV-2)
Q8JPX9	False	False	False	False	False	0	16.662668161067057	Filoviridae	Reston ebolavirus (strain Reston-89) (REBOV) (Reston Ebola virus)	Matrix protein VP40 (Ebola VP40) (eVP40) (Membrane-associated protein VP40)
Q91DD9	False	False	False	False	False	0	17.27258275298899	Filoviridae	Reston ebolavirus (strain Philippines-96) (REBOV) (Reston Ebola virus)	Matrix protein VP40 (Ebola VP40) (eVP40) (Membrane-associated protein VP40)
P03220	False	False	False	False	False	0	17.712699443765576	Orthoherpesviridae	Epstein-Barr virus (strain B95-8) (HHV-4) (Human herpesvirus 4)	Late gene expression regulator BGLF3
Q89865	False	False	False	False	False	0	17.730238363911802	Sedoreoviridae	Rotavirus C (isolate RVC/Human/United Kingdom/Bristol/1989) (RV-C)	Outer capsid glycoprotein VP7
P0C771	False	False	False	False	False	0	16.67877828167613	Filoviridae	Reston ebolavirus (strain Reston-89) (REBOV) (Reston Ebola virus)	Super small secreted glycoprotein (SsGP)
P30216	False	False	False	False	False	0	17.65601691287408	Sedoreoviridae	Rotavirus C (isolate RVC/Human/Japan/88-220/1988) (RV-C)	Outer capsid glycoprotein VP7
P0C770	False	False	False	False	False	0	16.87908705406383	Filoviridae	Reston ebolavirus (strain Philippines-96) (REBOV) (Reston Ebola virus)	Super small secreted glycoprotein (SsGP)
P90495	True	True	False	True	False	3	10.60146578619278	Orthoherpesviridae	Human herpesvirus 8 type P (isolate GK18) (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	E3 ubiquitin-protein ligase MIR1 (EC 2.3.2.36) (IE1B protein) (Modulator of immune recognition 1) (ORF K3) (RING-type E3 ubiquitin transferase MIR1)
A0A7H0DN74	False	False	False	False	True	1	10.456349277455278	Poxviridae	Monkeypox virus (MPXV)	Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase (EC 2.1.1.57)
P21033	False	False	False	False	True	1	10.462612624346882	Poxviridae	Vaccinia virus (strain Copenhagen) (VACV)	Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase (EC 2.1.1.57) (Poly(A) polymerase regulatory subunit) (Poly(A) polymerase small subunit) (PAP-S) (VP39)
P33052	False	False	False	False	True	1	10.067587185600196	Poxviridae	Variola virus (isolate Human/India/Ind3/1967) (VARV) (Smallpox virus)	Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase (EC 2.1.1.57) (Poly(A) polymerase regulatory subunit) (Poly(A) polymerase small subunit) (PAP-S) (VP39)
Q76ZT1	False	False	False	False	True	1	10.31152920430247	Poxviridae	Vaccinia virus (strain Ankara) (VACV)	Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase (EC 2.1.1.57) (Poly(A) polymerase regulatory subunit) (Poly(A) polymerase small subunit) (PAP-S) (VP39)
NP_536514.1	False	False	False	False	True	1	10.43386795904021			
P09283	False	False	False	False	False	0	18.998805007343844	Orthoherpesviridae	Varicella-zoster virus (strain Dumas) (HHV-3) (Human herpesvirus 3)	Nuclear egress protein 1
P30024	False	False	False	False	False	0	15.358481026449638	Orthoherpesviridae	Human herpesvirus 6A (strain GS) (HHV-6 variant A) (Human B lymphotropic virus)	Protein U17/U16
Q69551	False	False	False	False	False	0	14.95676512960153	Orthoherpesviridae	Human herpesvirus 6A (strain Uganda-1102) (HHV-6 variant A) (Human B lymphotropic virus)	Protein U17/U16
Q9QJ47	False	False	False	False	False	0	15.53927330182313	Orthoherpesviridae	Human herpesvirus 6B (strain Z29) (HHV-6 variant B) (Human B lymphotropic virus)	Protein U17
P21069	False	False	False	False	False	0	17.508019705403886	Poxviridae	Vaccinia virus (strain Copenhagen) (VACV)	Protein OPG181
P0DSU4	False	False	False	False	False	0	17.233368602656363	Poxviridae	Variola virus	Protein OPG181
A0A7H0DNE7	False	False	False	False	False	0	17.51623987790198	Poxviridae	Monkeypox virus (MPXV)	Protein OPG181
NP_536588.1	False	False	False	False	False	0	17.959230863503567			
F5HEF2	False	False	False	False	False	0	17.53814634059226	Orthoherpesviridae	Human herpesvirus 8 type P (isolate GK18) (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	Cytoplasmic envelopment protein 2
P10186	True	True	True	True	True	5	5.329276505436228	Orthoherpesviridae	Human herpesvirus 1 (strain 17) (HHV-1) (Human herpes simplex virus 1)	Uracil-DNA glycosylase (UDG) (EC 3.2.2.27) (UNG)
NP_740440.1	True	True	False	True	True	4	8.946970379522762			
Q9W850	False	False	False	False	False	0	17.415859925477342	Paramyxoviridae	Measles virus (strain Ichinose-B95a) (MeV) (Subacute sclerose panencephalitis virus)	Matrix protein
P24442	False	False	False	False	False	0	19.04122729411491	Orthoherpesviridae	Human herpesvirus 6A (strain Uganda-1102) (HHV-6 variant A) (Human B lymphotropic virus)	Cytoplasmic envelopment protein 2
P06942	False	False	False	False	False	0	17.475721645918746	Paramyxoviridae	Measles virus (strain Edmonston) (MeV) (Subacute sclerose panencephalitis virus)	Matrix protein
P13844	False	False	False	False	False	0	17.955135426788363	Paramyxoviridae	Measles virus (strain Hu2) (MeV) (Subacute sclerose panencephalitis virus)	Matrix protein
P26034	False	False	False	False	False	0	17.580653865789287	Paramyxoviridae	Measles virus (strain IP-3-Ca) (MeV) (Subacute sclerose panencephalitis virus)	Matrix protein
P35976	False	False	False	False	False	0	17.72984593858046	Paramyxoviridae	Measles virus (strain Edmonston-AIK-C vaccine) (MeV) (Subacute sclerose panencephalitis virus)	Matrix protein
Q9QJ19	False	False	False	False	False	0	19.023115303598143	Orthoherpesviridae	Human herpesvirus 6B (strain Z29) (HHV-6 variant B) (Human B lymphotropic virus)	Cytoplasmic envelopment protein 2
P18611	False	False	False	False	False	0	18.03866693221814	Paramyxoviridae	Measles virus (strain Halle) (MeV) (Subacute sclerose panencephalitis virus)	Matrix protein
P0CK53	False	False	False	False	False	0	17.499862984621863	Orthoherpesviridae	Epstein-Barr virus (strain B95-8) (HHV-4) (Human herpesvirus 4)	Cytoplasmic envelopment protein 2 (Tegument protein BGLF2)
P03185	False	False	False	False	False	0	15.931455821210033	Orthoherpesviridae	Epstein-Barr virus (strain B95-8) (HHV-4) (Human herpesvirus 4)	Nuclear egress protein 2
P69521	True	True	True	True	True	5	6.228755013383851	Orthoherpesviridae	Human herpesvirus 2 (strain HG52) (HHV-2) (Human herpes simplex virus 2)	Ribonucleoside-diphosphate reductase small subunit (EC 1.17.4.1) (Ribonucleotide reductase small subunit)
P29888	False	False	False	False	False	0	15.124777068477158	Poxviridae	Vaccinia virus (strain L-IVP) (VACV)	Protein OPG055 (Protein F11) (Protein F7)
P90463	True	True	True	True	True	5	2.539091342628209	Orthoherpesviridae	Human herpesvirus 8 type P (isolate GK18) (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	Thymidylate synthase (TS) (TSase) (EC 2.1.1.45)
Q6RJQ3	False	False	False	False	False	0	13.818141942193625	Orthoherpesviridae	Human cytomegalovirus (strain Merlin) (HHV-5) (Human herpesvirus 5)	Protein UL141
P68331	False	False	False	False	False	0	15.951514982943575	Orthoherpesviridae	Human herpesvirus 1 (strain 17) (HHV-1) (Human herpes simplex virus 1)	Envelope glycoprotein K (Syncytial protein)
Q07005	False	False	False	False	False	0	15.599269204702114	Orthoherpesviridae	Human herpesvirus 1 (strain R19) (HHV-1) (Human herpes simplex virus 1)	Envelope glycoprotein K (Syncytial protein)
P03178	False	False	False	False	False	0	16.03718159368043	Orthoherpesviridae	Human herpesvirus 1 (strain KOS) (HHV-1) (Human herpes simplex virus 1)	Envelope glycoprotein K (Syncytial protein)
P22485	False	False	False	False	False	0	15.497578205659105	Orthoherpesviridae	Human herpesvirus 2 (strain HG52) (HHV-2) (Human herpes simplex virus 2)	Envelope glycoprotein K (Syncytial protein)
F5H9Z4	False	False	False	False	False	0	15.817247021974307	Orthoherpesviridae	Human cytomegalovirus (strain Merlin) (HHV-5) (Human herpesvirus 5)	Membrane protein UL20
Q9IFF7	False	False	False	False	True	1	14.96350702362631	Orthomyxoviridae	Influenza A virus (strain A/Ann Arbor/6/1960 H2N2)	Hemagglutinin [Cleaved into: Hemagglutinin HA1 chain]
Q05127	False	False	False	False	True	1	14.149452613922335	Filoviridae	Zaire ebolavirus (strain Mayinga-76) (ZEBOV) (Zaire Ebola virus)	Polymerase cofactor VP35 (Ebola VP35) (eVP35)
P21030	False	False	False	False	False	0	16.98563032269986	Poxviridae	Vaccinia virus (strain Copenhagen) (VACV)	Entry-fusion complex protein OPG094 (EFC protein OPG094) (Myristoylated protein G9)
Q6V1Q9	False	False	False	False	True	1	13.368265587703752	Filoviridae	Zaire ebolavirus (strain Kikwit-95) (ZEBOV) (Zaire Ebola virus)	Polymerase cofactor VP35 (Ebola VP35) (eVP35)
Q9JFC1	False	False	False	False	False	0	17.016642215121653	Poxviridae	Vaccinia virus (strain Tian Tan) (VACV)	Entry-fusion complex protein OPG094 (EFC protein OPG094) (Myristoylated protein G9)
A0A7H0DN66	False	False	False	False	False	0	17.09378299198837	Poxviridae	Monkeypox virus (MPXV)	Entry-fusion complex protein OPG094 (EFC protein OPG094)
P10224	True	True	True	True	True	5	6.656083534383225	Orthoherpesviridae	Human herpesvirus 1 (strain 17) (HHV-1) (Human herpes simplex virus 1)	Ribonucleoside-diphosphate reductase small subunit (EC 1.17.4.1) (Ribonucleotide reductase small subunit)
Q4JQX0	False	False	False	False	False	0	17.416553990861704	Orthoherpesviridae	Varicella-zoster virus (strain Oka vaccine) (HHV-3) (Human herpesvirus 3)	Envelope glycoprotein K (Syncytial protein)
P0DOS7	False	False	False	False	False	0	17.09901742589109	Poxviridae	Variola virus (isolate Human/India/Ind3/1967) (VARV) (Smallpox virus)	Entry-fusion complex protein OPG094 (EFC protein OPG094) (Myristoylated protein G9)
O57199	False	False	False	False	False	0	17.075863292243337	Poxviridae	Vaccinia virus (strain Ankara) (VACV)	Entry-fusion complex protein OPG094 (EFC protein OPG094) (Myristoylated protein G9)
P06474	True	True	True	True	True	5	6.728444147143636	Orthoherpesviridae	Human herpesvirus 1 (strain KOS) (HHV-1) (Human herpes simplex virus 1)	Ribonucleoside-diphosphate reductase small subunit (EC 1.17.4.1) (Ribonucleotide reductase small subunit)
P0DOT2	False	False	False	False	False	0	17.23629823315841	Poxviridae	Variola virus	Protein B17
P21075	False	False	False	False	False	0	16.966299662201767	Poxviridae	Vaccinia virus (strain Copenhagen) (VACV)	Protein B17
NP_536506.1	False	False	False	False	False	0	17.050373754404013			
P16758	False	False	False	False	False	0	15.420914995194952	Orthoherpesviridae	Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5)	Uncharacterized protein UL20
