accession	label	split
sp|Q52329|KLAC_ECOLX	nonviral	test
sp|O31981|YOMD_BACSU	nonviral	train
sp|B4U0W3|PGK_STREM	nonviral	train
sp|Q8DKZ4|NDHK_THEVB	nonviral	train
sp|A5D1S5|TRPD_PELTS	nonviral	val
sp|P58995|IXTPA_STAAW	nonviral	train
sp|Q57730|Y282_METJA	nonviral	train
sp|Q6DCL6|DIK1A_XENLA	nonviral	test
sp|Q60352|IPK_METJA	nonviral	train
sp|Q5YQZ5|MTND2_NOCFA	nonviral	train
sp|Q891D3|SYY_CLOTE	nonviral	train
sp|P24754|OMPA_ATLHE	nonviral	val
sp|P33254|ATPD_MYCGA	nonviral	val
sp|B0UWR4|DNAK_HISS2	nonviral	train
sp|Q47503|IMMK_ECOLX	nonviral	train
sp|Q2JVX9|CHLB_SYNJA	nonviral	train
sp|Q1MJ02|KGUA_RHIJ3	nonviral	train
sp|Q568K5|NAA40_DANRE	nonviral	val
sp|A6LXQ4|NUOB_CLOB8	nonviral	train
sp|P75275|Y511_MYCPN	nonviral	train
sp|B8D9G9|MURA_BUCA5	nonviral	train
sp|P0CB19|Y3081_ARATH	nonviral	test
sp|Q2G236|NADE_STAA8	nonviral	test
sp|Q8EPW5|PRMA_OCEIH	nonviral	val
sp|P68023|HBE_CHETO	nonviral	val
sp|Q50008|CGOX_MYCLE	nonviral	train
sp|Q5W263|PIGI_SERS3	nonviral	train
sp|Q6HPQ8|RL3_BACHK	nonviral	train
sp|C1KWZ4|RSMH_LISMC	nonviral	test
sp|Q0SQF2|RL29_CLOPS	nonviral	train
sp|Q2UBM4|JIP5_ASPOR	nonviral	train
sp|B2SYK1|RUVA_PARPJ	nonviral	train
sp|P26238|CHLB_MARPO	nonviral	train
sp|P9WK69|LPPP_MYCTU	nonviral	test
sp|Q88IU7|LPXH_PSEPK	nonviral	train
sp|Q8PYN9|Y822_METMA	nonviral	train
sp|Q866R9|SPY2_CHLAE	nonviral	val
sp|A9VU91|COAD_BACMK	nonviral	train
sp|A5D0U4|RL20_PELTS	nonviral	val
sp|Q3T0M7|RANG_BOVIN	nonviral	train
sp|Q97PS1|MURE_STRPN	nonviral	val
sp|B6J251|RL5_COXB2	nonviral	train
sp|Q3V384|AFG1L_MOUSE	nonviral	test
sp|Q3Z408|BIOF_SHISS	nonviral	test
sp|Q92QD8|Y1393_RHIME	nonviral	train
sp|Q2RNC2|HTPX_RHORT	nonviral	train
sp|Q9TL27|RR11_NEPOL	nonviral	train
sp|Q7N706|ISPG_PHOLL	nonviral	train
sp|A6MVY3|CYF_RHOSW	nonviral	val
sp|Q8LBB2|KING1_ARATH	nonviral	val
sp|B9E9J3|RL23_MACCJ	nonviral	train
sp|A5EIE6|SYDND_BRASB	nonviral	train
sp|P36881|YADI_ECOLI	nonviral	val
sp|A1JJS9|CYSD_YERE8	nonviral	test
sp|Q9JJV7|KCNE3_RAT	nonviral	train
sp|Q89XU2|UBIG_BRADU	nonviral	test
sp|A8LM50|RL23_DINSH	nonviral	train
sp|Q9V5M6|LOLA5_DROME	nonviral	train
sp|A3D6C6|SYE_SHEB5	nonviral	train
sp|A3MYL1|LEUC_ACTP2	nonviral	test
sp|Q9KRT4|UGPC_VIBCH	nonviral	val
sp|Q1CCH6|ATPE_YERPN	nonviral	train
sp|Q07418|PEX19_YEAST	nonviral	train
sp|P38616|YGP1_YEAST	nonviral	val
sp|P0CR53|SLU7_CRYD3	nonviral	val
sp|B2RYL1|DERPC_RAT	nonviral	train
sp|Q73V13|NUOC_MYCPA	nonviral	val
sp|Q6Z1G3|CSPL3_ORYSJ	nonviral	train
sp|Q32BX2|ZAPA_SHIDS	nonviral	train
sp|Q0S539|G6PI1_RHOJR	nonviral	val
sp|P66959|TAL_STRP1	nonviral	train
sp|B4STP1|HIS4_STRM5	nonviral	test
sp|Q8LEB6|Y5185_ARATH	nonviral	train
sp|Q945B4|AOP3L_ARATH	nonviral	train
sp|Q1CNU1|KUP_YERPN	nonviral	train
sp|Q9RDV7|RS11_MYCGA	nonviral	train
sp|A5VYB7|Y713_PSEP1	nonviral	test
sp|P0C004|DHP1_CORGT	nonviral	train
sp|P19238|CD5_BOVIN	nonviral	train
sp|B7IHV1|RL22_THEAB	nonviral	train
sp|Q54L92|Y7140_DICDI	nonviral	test
sp|Q058N4|MRS2B_ARATH	nonviral	val
sp|P37359|MT3_BOVIN	nonviral	test
sp|P0DL57|HM1A_PHLSP	nonviral	test
sp|Q5AL16|STP2_CANAL	nonviral	train
sp|Q57664|GALE_METJA	nonviral	train
sp|Q9SID3|GLO2N_ARATH	nonviral	train
sp|Q5UZI1|Y2519_HALMA	nonviral	train
sp|B7L881|ATPE_ECO55	nonviral	train
sp|B7N9Q7|RIHA_ECOLU	nonviral	val
sp|B5FA80|RBFA_ALIFM	nonviral	train
sp|A0KGT6|APAH_AERHH	nonviral	test
sp|O59783|YCN6_SCHPO	nonviral	train
sp|Q0RPW3|LON_FRAAA	nonviral	train
sp|C6EVG2|EXE2_HELSC	nonviral	train
sp|Q9LW22|SPH21_ARATH	nonviral	train
sp|Q9NAN2|PAR6_CAEEL	nonviral	train
sp|Q75CM4|SBE2_EREGS	nonviral	train
sp|P20167|TRPF_BACSU	nonviral	train
sp|P49333|ETR1_ARATH	nonviral	val
sp|Q94407|NHR48_CAEEL	nonviral	val
sp|B3QQZ3|BCHB_CHLP8	nonviral	val
sp|O75360|PROP1_HUMAN	nonviral	val
sp|Q9M462|GLGS_BRANA	nonviral	test
sp|Q8TXP1|Y620_METKA	nonviral	train
sp|Q7Z5S9|TM144_HUMAN	nonviral	train
sp|A2VDL8|SC23A_BOVIN	nonviral	test
sp|Q0TMN4|RL11_CLOP1	nonviral	train
sp|O75004|CDC24_SCHPO	nonviral	val
sp|Q1R4D1|CYAY_ECOUT	nonviral	test
sp|B8GW30|PARB_CAUVN	nonviral	train
sp|Q8A276|RS20_BACTN	nonviral	train
sp|A4VP05|RLMF_STUS1	nonviral	train
sp|Q1E3S4|FES1_COCIM	nonviral	train
sp|B5EWZ8|CBID_SALA4	nonviral	val
sp|Q2W5N3|BRXA_PARM1	nonviral	train
sp|Q7MBC4|MURG_GLOVI	nonviral	test
sp|A5I720|GUAA_CLOBH	nonviral	train
sp|Q4R584|ABHD8_MACFA	nonviral	train
sp|Q6NQ81|PP304_ARATH	nonviral	train
sp|A1R228|FOLD1_PAEAT	nonviral	train
sp|Q92JG7|SECB_RICCN	nonviral	test
sp|Q45478|YLYA_BACSU	nonviral	train
sp|Q589R5|TPIS_ORYLA	nonviral	train
sp|A7X406|LECM1_PHIOL	nonviral	train
sp|Q03G75|MIAA_PEDPA	nonviral	test
sp|Q5IH81|EIF3I_RABIT	nonviral	train
sp|P49284|CATA1_SOLTU	nonviral	train
sp|Q8BZF8|PGM5_MOUSE	nonviral	train
sp|P66374|RS12_NEIMA	nonviral	test
sp|B9DU62|PYRB_STRU0	nonviral	train
sp|Q9CGF1|GUAC_LACLA	nonviral	test
sp|B1VDQ2|WHIA_CORU7	nonviral	train
sp|A0A1D8PHF5|RL31B_CANAL	nonviral	test
sp|Q1JFJ5|GLPK_STRPD	nonviral	train
sp|Q866G3|IL12B_BUBBU	nonviral	train
sp|A6WJ66|MURA_SHEB8	nonviral	train
sp|Q66KY3|CUTA_XENLA	nonviral	train
sp|P68071|HBG_BRAAR	nonviral	val
sp|Q8Z8R4|SELU_SALTI	nonviral	train
sp|Q5PGR8|NAGK_SALPA	nonviral	train
sp|Q8CY34|MNME_BRUSU	nonviral	train
sp|Q99N89|RM43_MOUSE	nonviral	train
sp|B6I1A7|ECOT_ECOSE	nonviral	train
sp|Q2NQM8|RS3_SODGM	nonviral	train
sp|A8GSY1|DNAA_RICRS	nonviral	val
sp|P0CAX0|TIG_CAUVC	nonviral	test
sp|Q9KAP3|QUEC_HALH5	nonviral	val
sp|P37780|RMLC_SHIFL	nonviral	test
sp|Q9UXU2|AATI_PYRAB	nonviral	val
sp|Q189N0|RL35_CLOD6	nonviral	train
sp|C4ZUE9|RL17_ECOBW	nonviral	train
sp|D2BRP0|MZRA_DICZ5	nonviral	train
sp|Q8EQB4|NDK_OCEIH	nonviral	train
sp|Q0ADS3|PANC_NITEC	nonviral	train
sp|B3LHQ7|CTU1_YEAS1	nonviral	train
sp|Q6P0D0|QKIA_DANRE	nonviral	val
sp|Q0I3N5|NUSB_HISS1	nonviral	train
sp|O74642|INUB_ASPNG	nonviral	val
sp|A2RKH6|SCPB_LACLM	nonviral	train
sp|C0PW78|SYL_SALPC	nonviral	train
sp|Q03SQ9|CH60_LEVBA	nonviral	val
sp|Q822B0|MURB_CHLCV	nonviral	val
sp|D4ANR0|MIC60_ARTBC	nonviral	train
sp|B7UIZ9|UXAC_ECO27	nonviral	train
sp|P57633|MUTL_BUCAI	nonviral	val
sp|P23102|XYLL_PSEPU	nonviral	train
sp|Q7YQL3|PAK3_PONPY	nonviral	train
sp|O74337|YH24_SCHPO	nonviral	val
sp|P42736|RAP23_ARATH	nonviral	train
sp|Q9DC50|OCTC_MOUSE	nonviral	train
sp|B2VDC9|PQQB_ERWT9	nonviral	val
sp|Q82U40|COQ7_NITEU	nonviral	train
sp|Q2RFV4|TAL_MOOTA	nonviral	val
sp|O67560|RL21_AQUAE	nonviral	train
sp|Q57144|Y461_HAEIN	nonviral	test
sp|Q9D275|BATF3_MOUSE	nonviral	val
sp|C3K1H1|RS16_PSEFS	nonviral	test
sp|Q9UU87|PPK34_SCHPO	nonviral	train
sp|Q53547|EST2_PSEFL	nonviral	train
sp|P49308|MOCB_RHIML	nonviral	val
sp|P0DC90|PVAA_STRP3	nonviral	train
sp|Q04K81|UVRB_STRP2	nonviral	train
sp|B7NM82|SYS_ECO7I	nonviral	test
sp|Q31FB1|GSA_HYDCU	nonviral	val
sp|Q2JM21|UVRC_SYNJB	nonviral	test
sp|Q28739|BPI_RABIT	nonviral	train
sp|P13367|SODM_MYCLE	nonviral	test
sp|P80386|AAKB1_RAT	nonviral	train
sp|A4TSA7|PFKA_YERPP	nonviral	val
sp|Q9T017|DIR13_ARATH	nonviral	test
sp|A1KN07|GATC_MYCBP	nonviral	train
sp|Q9LFS2|GEX3_ARATH	nonviral	train
sp|Q5ZJU5|NUSAP_CHICK	nonviral	test
sp|P74786|Y294_SYNY3	nonviral	train
sp|W7LYY0|STUA_GIBM7	nonviral	train
sp|B5RME6|SYR_BORDL	nonviral	train
sp|F6JWU7|CDS1_CONLT	nonviral	train
sp|A8X8D0|CYP9_CAEBR	nonviral	train
sp|B7UH58|RS16_ECO27	nonviral	test
sp|P34969|5HT7R_HUMAN	nonviral	train
sp|B2FT30|RPIA_STRMK	nonviral	train
sp|B1JFM7|PDXY_PSEPW	nonviral	train
sp|Q9QXP7|C1QT1_MOUSE	nonviral	train
sp|Q67L13|Y2648_SYMTH	nonviral	train
sp|A9KYH3|AGUA_SHEB9	nonviral	train
sp|P33890|TIR2_YEAST	nonviral	train
sp|Q3Z9C5|SYV_DEHM1	nonviral	val
sp|B0U6M8|Y753_XYLFM	nonviral	train
sp|A0A1D9QBH7|THR1_SCLS1	nonviral	val
sp|Q8ZRN1|METQ_SALTY	nonviral	train
sp|Q5QNI1|KAT2_ORYSJ	nonviral	test
sp|Q63H01|CZCR_BACCZ	nonviral	val
sp|A3NCL9|UREF_BURP6	nonviral	train
sp|Q06RA1|PETD_JASNU	nonviral	test
sp|A2A761|ZFP69_MOUSE	nonviral	train
sp|Q635M3|SCPB_BACCZ	nonviral	train
sp|Q9X7T2|ADD2_STRCO	nonviral	train
sp|A1D9P9|RGLA_NEOFI	nonviral	train
sp|Q8FFU3|SFGH2_ECOL6	nonviral	train
sp|A7H6J2|RL9_ANADF	nonviral	train
sp|A4Y447|PURT_SHEPC	nonviral	val
sp|A7X5Z9|FENR_STAA1	nonviral	train
sp|B9MCK1|CCA_ACIET	nonviral	train
sp|P75870|YCCS_ECOLI	nonviral	val
sp|Q802B3|3NO28_NAJSP	nonviral	test
sp|Q2NHG6|THIC2_METST	nonviral	train
sp|P74676|Y451_SYNY3	nonviral	test
sp|B4SQV6|TRUA_STRM5	nonviral	val
sp|P45789|GSPL_AERHY	nonviral	train
sp|Q9C114|YEXB_SCHPO	nonviral	val
sp|P09106|HBAT_PAPAN	nonviral	train
sp|Q837A8|RNM5_ENTFA	nonviral	train
sp|Q1RI44|COX2_RICBR	nonviral	train
sp|A5GIT4|RL24_SYNPW	nonviral	test
sp|Q03ZM7|RL15_LEUMM	nonviral	train
sp|Q19VB2|RK14_CHLAT	nonviral	train
sp|Q9D8F1|ALKB4_MOUSE	nonviral	train
sp|C5CPY1|NRDR_VARPS	nonviral	test
sp|O84192|GYRA_CHLTR	nonviral	train
sp|Q39050|CKL11_ARATH	nonviral	train
sp|Q8YAB4|ISPF_LISMO	nonviral	test
sp|Q494D8|TRPD_BLOPB	nonviral	train
sp|Q9XI78|FUT8_ARATH	nonviral	train
sp|A7ZY61|YBIX_ECOHS	nonviral	train
sp|P01594|KV133_HUMAN	nonviral	train
sp|Q727G4|NIKR_NITV2	nonviral	train
sp|Q3V508|PSBB_ACOCL	nonviral	test
sp|C0QJ00|BZAF_DESAH	nonviral	val
sp|B2K108|RL11_YERPB	nonviral	test
sp|Q91WS0|CISD1_MOUSE	nonviral	train
sp|A4YHV3|RL10E_METS5	nonviral	train
sp|Q9FK02|DIM1B_ARATH	nonviral	train
sp|A4WRM2|GLGA_CERS5	nonviral	train
sp|Q9SKX1|IBH1_ARATH	nonviral	train
sp|Q5Z2R2|ISPF_NOCFA	nonviral	val
sp|Q2RGA0|LEU3_MOOTA	nonviral	test
sp|A1SZL0|HFQ_PSYIN	nonviral	train
sp|Q04LK1|MURD_STRP2	nonviral	val
sp|A6Q773|RL19_SULNB	nonviral	train
sp|Q7NVH4|G6PI2_CHRVO	nonviral	val
sp|Q3ZY20|SYI_DEHMC	nonviral	train
sp|A8ANN2|NRDI_CITK8	nonviral	train
sp|P55494|Y4IK_SINFN	nonviral	test
sp|Q8XV37|RS4_RALN1	nonviral	test
sp|Q9SLH0|EIL1_ARATH	nonviral	train
sp|Q216E0|MURD_RHOPB	nonviral	train
sp|P59526|CH60_BUCBP	nonviral	val
sp|B3R0G4|RL31_PHYMT	nonviral	val
sp|Q39224|SRG1_ARATH	nonviral	train
sp|A6LL68|ERA_THEM4	nonviral	test
sp|C1KVW9|YIDD_LISMC	nonviral	train
sp|Q1QVJ8|CH10_CHRI1	nonviral	train
sp|C4K1M0|RSMH_RICPU	nonviral	val
sp|Q6CKE2|ATG5_KLULA	nonviral	test
sp|Q9YGY3|BUB3_XENLA	nonviral	val
sp|Q11QD7|RS4_CYTH3	nonviral	train
sp|A2YEQ6|RAN3_ORYSI	nonviral	test
sp|P39374|YJIC_ECOLI	nonviral	train
sp|P47493|SYG_MYCGE	nonviral	train
sp|O24409|IAA19_ARATH	nonviral	test
sp|P50202|MAS1_AGRT9	nonviral	train
sp|Q2NVK9|GSH1_SODGM	nonviral	train
sp|P38070|YPK3_YEAST	nonviral	train
sp|Q9WZ35|SFSA_THEMA	nonviral	test
sp|B1VAM8|RL10_PHYAS	nonviral	val
sp|C0PZ56|RIMP_SALPC	nonviral	test
sp|Q8SVN8|NTE1_ENCCU	nonviral	train
sp|Q5ZXM2|HUTG_LEGPH	nonviral	test
sp|P71622|VPB22_MYCTU	nonviral	test
sp|Q6FMH8|SHE3_CANGA	nonviral	test
sp|Q2YXE0|MRAY_STAAB	nonviral	train
sp|A0KN93|RLMH_AERHH	nonviral	train
sp|Q2GDQ6|SYL_EHRS3	nonviral	train
sp|Q81WK9|EFTS_BACAN	nonviral	train
sp|O04567|Y1719_ARATH	nonviral	test
sp|Q5ZXN6|ANKX_LEGPH	nonviral	val
sp|P31979|NUOF_ECOLI	nonviral	train
sp|A1D911|MANBB_NEOFI	nonviral	train
sp|Q59637|ODP1_PSEAE	nonviral	train
sp|B7K234|RL6_RIPO1	nonviral	train
sp|B7JBE5|Y3267_ACIF2	nonviral	train
sp|P04242|HBAD_STRCA	nonviral	train
sp|P39852|CAPC_STAAU	nonviral	test
sp|Q9C869|MCC02_ARATH	nonviral	train
sp|Q9MUR2|YCX4_MESVI	nonviral	train
sp|Q4UZX0|NPD_XANC8	nonviral	val
sp|Q15PI4|RS9_PSEA6	nonviral	train
sp|A0PA72|FIMB_PORGN	nonviral	train
sp|B6J0H0|TRUA_COXB2	nonviral	train
sp|B5R7Q1|METAS_SALG2	nonviral	test
sp|O05442|CPNT_MYCTU	nonviral	test
sp|B9J3N2|GSA1_BACCQ	nonviral	train
sp|B1JU38|RL18_BURO0	nonviral	val
sp|Q5GZS7|FLUC_XANOR	nonviral	test
sp|Q4JVN6|UPPP2_CORJK	nonviral	train
sp|P0DPA0|PAHX_DICDI	nonviral	train
sp|Q46CJ6|AROC_METBF	nonviral	train
sp|Q97PP4|GLMM_STRPN	nonviral	train
sp|Q6MCT6|RISB_PARUW	nonviral	train
sp|A5VNL5|UREF_BRUO2	nonviral	test
sp|O53578|ACCD4_MYCTU	nonviral	train
sp|Q87AJ0|SURA_XYLFT	nonviral	train
sp|Q3AZN7|CCS1_SYNS9	nonviral	train
sp|Q8UF79|ZNUC_AGRFC	nonviral	val
sp|Q01137|SODC_SCHMA	nonviral	train
sp|B2G4Z5|RL9_LIMRJ	nonviral	val
sp|P75426|DNAG_MYCPN	nonviral	train
sp|F4JI44|NDX_ARATH	nonviral	val
sp|P49973|KAD_CORGL	nonviral	test
sp|P58838|G3P2_METAC	nonviral	train
sp|A4TIB4|YGFZ_YERPP	nonviral	train
sp|P46072|FRA1_ALIFS	nonviral	test
sp|Q1KVT1|RR18_TETOB	nonviral	train
sp|Q9ZMR1|RF2_HELPJ	nonviral	test
sp|B8HXV1|RS4_CYAP4	nonviral	train
sp|Q3B1H6|RL7_CHLL3	nonviral	train
sp|Q6D1U0|TRMD_PECAS	nonviral	train
sp|Q0BW94|RSMG_GRABC	nonviral	test
sp|P67274|GCH1L_STRP1	nonviral	train
sp|A1V292|HTPG_BURMS	nonviral	test
sp|B5R316|YFBU_SALEP	nonviral	val
sp|G1XJZ0|GPA2_ARTOA	nonviral	test
sp|Q6GJV3|RS6_STAAR	nonviral	train
sp|Q882Z2|PSCA_PSESM	nonviral	train
sp|Q8NZ56|CH60_STRP8	nonviral	val
sp|Q9W1W9|PADC1_DROME	nonviral	train
sp|Q06878|LUXD2_PHOLE	nonviral	test
sp|A0QWW3|PGK_MYCS2	nonviral	train
sp|B0VL04|KDGD_ACIBS	nonviral	train
sp|C1CIJ8|RSMH_STRZP	nonviral	test
sp|Q2YYX7|LYRA_STAAB	nonviral	train
sp|A1AWK6|CH10_RUTMC	nonviral	test
sp|A3NEG9|RL14_BURP6	nonviral	train
sp|A3MZ40|NHAB_ACTP2	nonviral	train
sp|B7LLN2|GCS2_ESCF3	nonviral	train
sp|B4SB96|GCSPB_PELPB	nonviral	train
sp|Q91Z53|GRHPR_MOUSE	nonviral	train
sp|P03912|NU4M_XENLA	nonviral	train
sp|P58320|DSBG_ECO57	nonviral	test
sp|A5DN48|ROT1_PICGU	nonviral	train
sp|A9Y0K8|ERN2_MEDTR	nonviral	val
sp|B7VH37|LPXK_VIBA3	nonviral	train
sp|Q9K0Q4|NAGZ_NEIMB	nonviral	train
sp|Q01K12|GATP2_ORYSI	nonviral	train
sp|Q2W0C1|SECA_PARM1	nonviral	train
sp|Q3K8D5|TTCA_PSEPF	nonviral	val
sp|P37393|RBL_CYACA	nonviral	val
sp|Q58614|Y1217_METJA	nonviral	val
sp|P0AC23|FOCA_ECOLI	nonviral	test
sp|Q6DIH5|I2BP2_XENTR	nonviral	val
sp|Q8VID5|RECQ5_MOUSE	nonviral	train
sp|O85342|MANC2_ECO57	nonviral	val
sp|Q9MYN8|TTHY_ERIEU	nonviral	train
sp|A9CM07|TX3A_MYRBA	nonviral	train
sp|Q96N68|CR015_HUMAN	nonviral	test
sp|P15322|ALL1_SINAL	nonviral	train
sp|C5C8X5|SYC_MICLC	nonviral	train
sp|B8DN39|SURE_NITV9	nonviral	train
sp|A4IJJ6|RL16_GEOTN	nonviral	train
sp|A6WV17|RLMN_BRUA4	nonviral	train
sp|O83224|RL22_TREPA	nonviral	test
sp|Q55EU7|Y8742_DICDI	nonviral	val
sp|Q2KUY6|NUON_BORA1	nonviral	train
sp|A1CXY5|GET1_NEOFI	nonviral	train
sp|Q7A615|SEPF_STAAN	nonviral	val
sp|Q0TER3|TRMN6_ECOL5	nonviral	train
sp|A0KK53|MTGA_AERHH	nonviral	test
sp|A4SN80|NHAB_AERS4	nonviral	train
sp|A7X013|AROD_STAA1	nonviral	val
sp|Q87MG7|GMHA_VIBPA	nonviral	train
sp|A7HY09|LPXD_PARL1	nonviral	train
sp|B7GIR0|RL27_ANOFW	nonviral	val
sp|Q211E7|RS10_RHOPB	nonviral	train
sp|A6QH51|RNZ_STAAE	nonviral	test
sp|A4JRR6|CYNS_BURVG	nonviral	test
sp|Q8BVN0|CC122_MOUSE	nonviral	test
sp|C0Q067|ARNT_SALPC	nonviral	test
sp|A5FV28|RL27_ACICJ	nonviral	train
sp|A9M9V2|RL20_BRUC2	nonviral	train
sp|B5XQ72|Y1976_KLEV3	nonviral	val
sp|P12815|PDCD6_MOUSE	nonviral	train
sp|A8PTG4|DUS3_MALGO	nonviral	train
sp|Q7WGX3|ORN_BORBR	nonviral	test
sp|Q6VAB1|U76H1_STERE	nonviral	test
sp|Q8VF12|O5P70_MOUSE	nonviral	val
sp|C4M633|INPP_ENTH1	nonviral	train
sp|Q2YNV3|RLMN_BRUA2	nonviral	train
sp|P59752|RS13_CHLCV	nonviral	train
sp|Q7U3S6|ARGJ_PARMW	nonviral	train
sp|A5H9N6|ALMA_ACISP	nonviral	train
sp|B2STB9|RL27_XANOP	nonviral	train
sp|Q9JMF3|GBG13_MOUSE	nonviral	test
sp|B8F3E3|SYM_GLAP5	nonviral	test
sp|A9R7D5|HLDE_YERPG	nonviral	train
sp|Q9VZS6|NSMA_DROME	nonviral	train
sp|P47261|Y015_MYCGE	nonviral	val
sp|Q2JVV4|RS20_SYNJA	nonviral	val
sp|Q9I8P5|OTOR_AQUCT	nonviral	val
sp|A5EAG4|NTPPA_BRASB	nonviral	val
sp|Q7MD15|LUXP_VIBVY	nonviral	train
sp|B1P1H2|JZT27_CHIGU	nonviral	test
sp|O48098|CYB_APOPP	nonviral	test
sp|P20065|TYB4_MOUSE	nonviral	test
sp|B7NT94|CYSC_ECO7I	nonviral	train
sp|O23917|HCBT2_DIACA	nonviral	test
sp|Q9L9D4|YBHG_ACIFI	nonviral	val
sp|A4YBZ1|RL7_SHEPC	nonviral	val
sp|B1Z776|RS5_METPB	nonviral	val
sp|Q9ZNG6|MNHA1_STAAU	nonviral	train
sp|Q812T8|MURG2_BACCR	nonviral	train
sp|Q9WUQ2|SEC12_MOUSE	nonviral	test
sp|A5EMM2|GCSP_BRASB	nonviral	test
sp|B2HWK9|HISZ_ACIBC	nonviral	train
sp|P86788|GIGA5_MAGGI	nonviral	val
sp|B1P123|BX7_MAIZE	nonviral	train
sp|A7GUZ5|THIC_BACCN	nonviral	train
sp|A9CIG1|RS14_AGRFC	nonviral	val
sp|Q32E75|OPGC_SHIDS	nonviral	train
sp|Q9PTP2|AXNR_XENLA	nonviral	train
sp|Q979F7|IF1A_THEVO	nonviral	train
sp|C9Y0S4|RUTD_CROTZ	nonviral	train
sp|A6X1X7|IHFA_BRUA4	nonviral	train
sp|Q6CE80|SLD5_YARLI	nonviral	train
sp|P59741|FADL_SHIFL	nonviral	train
sp|Q9JX13|RL5_NEIMA	nonviral	train
sp|Q9VV36|RETIN_DROME	nonviral	train
sp|P59880|TRUB_PROMA	nonviral	train
sp|C1D0Z0|PDXH_DEIDV	nonviral	train
sp|P9WPX0|DHOM_MYCTO	nonviral	train
sp|P01048|KNT1_RAT	nonviral	train
sp|C0ZC50|DEOB_BREBN	nonviral	train
sp|Q0TH84|ASTD_ECOL5	nonviral	train
sp|A3MRW5|RL24_BURM7	nonviral	train
sp|Q6G7C0|LACB_STAAS	nonviral	train
sp|Q6AJQ9|FLIW2_DESPS	nonviral	train
sp|P9WFR3|MENG_MYCTU	nonviral	train
sp|Q2LUK6|RL25_SYNAS	nonviral	test
sp|B1Y0I6|SYS_LEPCP	nonviral	test
sp|A9A9P2|RL15_METM6	nonviral	test
sp|B2TVB6|DPS_SHIB3	nonviral	val
sp|Q393Y2|TRPA_BURL3	nonviral	train
sp|A6U318|NADE_STAA2	nonviral	test
sp|A4XJU4|ISPF_CALS8	nonviral	train
sp|B1JAJ8|RS8_PSEPW	nonviral	train
sp|V9TXH2|XYN11_PAEBA	nonviral	train
sp|Q2RFM1|ISPF_MOOTA	nonviral	test
sp|C7DQX9|I2B7_CONPO	nonviral	train
sp|A8AQ61|RIMP_CITK8	nonviral	test
sp|Q04749|AVO2_YEAST	nonviral	train
sp|Q1R4L9|CBRB_ECOUT	nonviral	train
sp|P10651|H33_SCHPO	nonviral	train
sp|Q3V4Z8|RR8_ACOCL	nonviral	train
sp|Q8DBT1|TYPH_VIBVU	nonviral	train
sp|Q5QNV8|HEAT9_MOUSE	nonviral	train
sp|O80722|PME4_ARATH	nonviral	val
sp|Q9USU5|GAS2_SCHPO	nonviral	train
sp|Q7KWN2|C525A_DICDI	nonviral	val
sp|B1KWM5|RS2_CLOBM	nonviral	test
sp|P01098|STF1_YEAST	nonviral	train
sp|Q21AW5|UVRC_RHOPB	nonviral	train
sp|P14182|LICB_HAEIN	nonviral	val
sp|Q8Y643|Y1857_LISMO	nonviral	train
sp|A6X5D7|ADEC_BRUA4	nonviral	train
sp|Q9NZ52|GGA3_HUMAN	nonviral	train
sp|P30586|CHS2_EXOJE	nonviral	train
sp|P48964|MPIP1_MOUSE	nonviral	train
sp|P00474|MTPS_PROST	nonviral	train
sp|Q02I93|RLMD_PSEAB	nonviral	train
sp|O48080|CYB_ERYMN	nonviral	test
sp|B0G0Y5|MYBAA_DICDI	nonviral	train
sp|B7ILA4|Y4128_BACC2	nonviral	val
sp|A8F4X1|MURG_PSELT	nonviral	train
sp|Q09067|UREH_HELPY	nonviral	train
sp|A0RJ83|HEM1_BACAH	nonviral	train
sp|Q91826|PYLAB_XENLA	nonviral	val
sp|Q3AW42|GATC_SYNS9	nonviral	train
sp|B7NRM2|LEPA_ECO7I	nonviral	test
sp|P68754|MATK_PAEMR	nonviral	train
sp|Q31NJ5|NDHI_SYNE7	nonviral	train
sp|Q0TA30|PSIE_ECOL5	nonviral	train
sp|Q44315|TREY_ARTSQ	nonviral	train
sp|B4TUD9|CEDA_SALSV	nonviral	val
sp|P12010|LEU3_HEYCO	nonviral	test
sp|Q49KW7|PETD_EUCGG	nonviral	test
sp|P0DMJ7|CDII2_BURP2	nonviral	test
sp|Q6F5E6|GGS_NEOBT	nonviral	train
sp|P24503|CADH4_CHICK	nonviral	test
sp|Q0D5G4|Y7633_ORYSJ	nonviral	train
sp|B1LLW6|WECF_ECOSM	nonviral	train
sp|P9WIB8|SCMU_MYCTO	nonviral	train
sp|A5F4Y6|SECB_VIBC3	nonviral	val
sp|O49816|LEA1_CICAR	nonviral	train
sp|C0RMI1|UPPP_BRUMB	nonviral	val
sp|P16940|YIS2_SHISO	nonviral	train
sp|A5FN14|RL17_FLAJ1	nonviral	train
sp|Q2RTY3|HIS3_RHORT	nonviral	val
sp|P79869|SHH_RASPA	nonviral	train
sp|Q5X9L8|CH60_STRP6	nonviral	val
sp|Q6H8R9|PACC_MYCMD	nonviral	test
sp|B5BJG7|RHAB_SALPK	nonviral	train
sp|C3MQ22|G1PDH_SACI2	nonviral	val
sp|B3ECN9|ARGB_CHLL2	nonviral	val
